conceptid,PrefLabel,ArLabel,AltLabels,ParentConceptid,ConceptType,Provider
GRID_REF:1,JOG Reference,,,GRID_REF_TYPE_AUTHORITY_DOCUMENT.csv,Index,TMP
GRID_REF:2,SOE Reference,,,GRID_REF_TYPE_AUTHORITY_DOCUMENT.csv,Index,TMP
