Conceptid,Value,ValueType,Provider 
ARABIC_DESCRIPTION_TYPE:1,1,sortorder,TMP
ARABIC_DESCRIPTION_TYPE:5,3,sortorder,GCI
ARABIC_DESCRIPTION_TYPE:6,4,sortorder,GCI
ARABIC_DESCRIPTION_TYPE:7,2,sortorder,GCI
ARABIC_DESCRIPTION_TYPE:8,5,sortorder,GCI
