conceptid,Value,ValueType,Provider
LANGUAGE:1,01,sortorder,TMP
LANGUAGE:2,02,sortorder,TMP
LANGUAGE:3,03,sortorder,TMP
LANGUAGE:4,04,sortorder,TMP
LANGUAGE:5,05,sortorder,TMP
LANGUAGE:6,06,sortorder,TMP
LANGUAGE:7,07,sortorder,TMP
LANGUAGE:8,08,sortorder,TMP
LANGUAGE:9,09,sortorder,TMP
LANGUAGE:10,10,sortorder,TMP
LANGUAGE:11,11,sortorder,TMP
LANGUAGE:12,12,sortorder,TMP
